"county","unemp_rate_mar_2020","industry","job_count"
"Davidson County",3.2,"mgt_of_companies_enterprises",1128
"Davidson County",3.2,"administrative_waste_services",2938
"Davidson County",3.2,"educational_services",3756
"Davidson County",3.2,"health_care_social_assistance",4671
"Davidson County",3.2,"arts_entertain_recreation",538
"Davidson County",3.2,"accommodation_food_services",3509
"Davidson County",3.2,"other_services_ex__public_admin",1068
"Davidson County",3.2,"public_admin",2059
"Davidson County",3.2,"unclassified",0
"Davie County",3.1,"all_industries",12406
"Davie County",3.1,"agriculture_forestry_fishing_hunting",NA
"Davie County",3.1,"mining",NA
"Davie County",3.1,"utilities",NA
"Davie County",3.1,"construction",742
"Davie County",3.1,"manufacturing",3570
"Davie County",3.1,"wholesale_trade",365
"Davie County",3.1,"retail_trade",1556
"Davie County",3.1,"transportation_warehousing",685
"Davie County",3.1,"information",NA
"Davie County",3.1,"finance_insurance",210
"Davie County",3.1,"real_estate_rental_leasing",73
"Davie County",3.1,"professional_technical_services",312
"Davie County",3.1,"mgt_of_companies_enterprises",26
"Davie County",3.1,"administrative_waste_services",859
"Davie County",3.1,"educational_services",849
"Davie County",3.1,"health_care_social_assistance",1305
"Davie County",3.1,"arts_entertain_recreation",92
"Davie County",3.1,"accommodation_food_services",839
"Davie County",3.1,"other_services_ex__public_admin",260
"Davie County",3.1,"public_admin",571
"Davie County",3.1,"unclassified",0
"Duplin County",3.3,"all_industries",18385
"Duplin County",3.3,"agriculture_forestry_fishing_hunting",1905
"Duplin County",3.3,"mining",0
"Duplin County",3.3,"utilities",24
"Duplin County",3.3,"construction",665
"Duplin County",3.3,"manufacturing",6105
"Duplin County",3.3,"wholesale_trade",398
"Duplin County",3.3,"retail_trade",1665
"Duplin County",3.3,"transportation_warehousing",373
"Duplin County",3.3,"information",32
"Duplin County",3.3,"finance_insurance",189
"Duplin County",3.3,"real_estate_rental_leasing",66
"Duplin County",3.3,"professional_technical_services",182
"Duplin County",3.3,"mgt_of_companies_enterprises",934
"Duplin County",3.3,"administrative_waste_services",588
"Duplin County",3.3,"educational_services",1454
"Duplin County",3.3,"health_care_social_assistance",1528
"Duplin County",3.3,"arts_entertain_recreation",NA
"Duplin County",3.3,"accommodation_food_services",892
"Duplin County",3.3,"other_services_ex__public_admin",283
"Duplin County",3.3,"public_admin",1079
"Duplin County",3.3,"unclassified",0
"Durham County",2.9,"all_industries",212220
"Durham County",2.9,"agriculture_forestry_fishing_hunting",NA
"Durham County",2.9,"mining",NA
"Durham County",2.9,"utilities",365
"Durham County",2.9,"construction",5639
"Durham County",2.9,"manufacturing",28269
"Durham County",2.9,"wholesale_trade",6805
"Durham County",2.9,"retail_trade",13328
"Durham County",2.9,"transportation_warehousing",6341
"Durham County",2.9,"information",4285
"Durham County",2.9,"finance_insurance",10478
"Durham County",2.9,"real_estate_rental_leasing",2417
"Durham County",2.9,"professional_technical_services",26870
"Durham County",2.9,"mgt_of_companies_enterprises",1326
"Durham County",2.9,"administrative_waste_services",10104
"Durham County",2.9,"educational_services",29037
"Durham County",2.9,"health_care_social_assistance",39274
"Durham County",2.9,"arts_entertain_recreation",1365
"Durham County",2.9,"accommodation_food_services",12128
"Durham County",2.9,"other_services_ex__public_admin",5242
"Durham County",2.9,"public_admin",8779
"Durham County",2.9,"unclassified",0
"Edgecombe County",7.9,"all_industries",15147
"Edgecombe County",7.9,"agriculture_forestry_fishing_hunting",276
"Edgecombe County",7.9,"mining",NA
"Edgecombe County",7.9,"utilities",NA
"Edgecombe County",7.9,"construction",427
"Edgecombe County",7.9,"manufacturing",2723
"Edgecombe County",7.9,"wholesale_trade",460
"Edgecombe County",7.9,"retail_trade",2655
"Edgecombe County",7.9,"transportation_warehousing",409
"Edgecombe County",7.9,"information",115
"Edgecombe County",7.9,"finance_insurance",155
"Edgecombe County",7.9,"real_estate_rental_leasing",78
"Edgecombe County",7.9,"professional_technical_services",248
"Edgecombe County",7.9,"mgt_of_companies_enterprises",226
"Edgecombe County",7.9,"administrative_waste_services",462
"Edgecombe County",7.9,"educational_services",1549
"Edgecombe County",7.9,"health_care_social_assistance",2006
"Edgecombe County",7.9,"arts_entertain_recreation",117
"Edgecombe County",7.9,"accommodation_food_services",880
"Edgecombe County",7.9,"other_services_ex__public_admin",274
"Edgecombe County",7.9,"public_admin",1987
"Edgecombe County",7.9,"unclassified",0
"Forsyth County",3.5,"all_industries",181664
"Forsyth County",3.5,"agriculture_forestry_fishing_hunting",179
"Forsyth County",3.5,"mining",133
"Forsyth County",3.5,"utilities",299
"Forsyth County",3.5,"construction",7160
"Forsyth County",3.5,"manufacturing",15882
"Forsyth County",3.5,"wholesale_trade",5352
"Forsyth County",3.5,"retail_trade",21240
"Forsyth County",3.5,"transportation_warehousing",6736
"Forsyth County",3.5,"information",1320
"Forsyth County",3.5,"finance_insurance",9694
"Forsyth County",3.5,"real_estate_rental_leasing",1781
"Forsyth County",3.5,"professional_technical_services",7382
"Forsyth County",3.5,"mgt_of_companies_enterprises",5821
"Forsyth County",3.5,"administrative_waste_services",14144
"Forsyth County",3.5,"educational_services",16243
"Forsyth County",3.5,"health_care_social_assistance",39846
"Forsyth County",3.5,"arts_entertain_recreation",1679
"Forsyth County",3.5,"accommodation_food_services",15712
"Forsyth County",3.5,"other_services_ex__public_admin",3878
"Forsyth County",3.5,"public_admin",7183
"Forsyth County",3.5,"unclassified",0
"Franklin County",3.6,"all_industries",11972
"Franklin County",3.6,"agriculture_forestry_fishing_hunting",140
"Franklin County",3.6,"mining",NA
"Franklin County",3.6,"utilities",51
"Franklin County",3.6,"construction",1200
"Franklin County",3.6,"manufacturing",2683
"Franklin County",3.6,"wholesale_trade",351
"Franklin County",3.6,"retail_trade",1406
"Franklin County",3.6,"transportation_warehousing",438
"Franklin County",3.6,"information",NA
"Franklin County",3.6,"finance_insurance",193
"Franklin County",3.6,"real_estate_rental_leasing",57
"Franklin County",3.6,"professional_technical_services",316
"Franklin County",3.6,"mgt_of_companies_enterprises",0
"Franklin County",3.6,"administrative_waste_services",696
"Franklin County",3.6,"educational_services",1228
"Franklin County",3.6,"health_care_social_assistance",991
"Franklin County",3.6,"arts_entertain_recreation",46
"Franklin County",3.6,"accommodation_food_services",643
"Franklin County",3.6,"other_services_ex__public_admin",326
"Franklin County",3.6,"public_admin",1124
"Franklin County",3.6,"unclassified",0
"Gaston County",3.9,"all_industries",70138
"Gaston County",3.9,"agriculture_forestry_fishing_hunting",57
"Gaston County",3.9,"mining",52
"Gaston County",3.9,"utilities",454
"Gaston County",3.9,"construction",3692
"Gaston County",3.9,"manufacturing",13895
"Gaston County",3.9,"wholesale_trade",2176
"Gaston County",3.9,"retail_trade",9782
"Gaston County",3.9,"transportation_warehousing",1816
"Gaston County",3.9,"information",478
"Gaston County",3.9,"finance_insurance",996
"Gaston County",3.9,"real_estate_rental_leasing",903
"Gaston County",3.9,"professional_technical_services",1821
"Gaston County",3.9,"mgt_of_companies_enterprises",316
"Gaston County",3.9,"administrative_waste_services",3707
"Gaston County",3.9,"educational_services",5746
"Gaston County",3.9,"health_care_social_assistance",11251
"Gaston County",3.9,"arts_entertain_recreation",625
"Gaston County",3.9,"accommodation_food_services",6737
"Gaston County",3.9,"other_services_ex__public_admin",1551
"Gaston County",3.9,"public_admin",4085
"Gaston County",3.9,"unclassified",0
"Gates County",3,"all_industries",1552
"Gates County",3,"agriculture_forestry_fishing_hunting",173
"Gates County",3,"mining",0
"Gates County",3,"utilities",NA
"Gates County",3,"construction",56
"Gates County",3,"manufacturing",144
"Gates County",3,"wholesale_trade",25
"Gates County",3,"retail_trade",164
"Gates County",3,"transportation_warehousing",41
"Gates County",3,"information",3
"Gates County",3,"finance_insurance",43
"Gates County",3,"real_estate_rental_leasing",NA
"Gates County",3,"professional_technical_services",36
"Gates County",3,"mgt_of_companies_enterprises",0
"Gates County",3,"administrative_waste_services",NA
"Gates County",3,"educational_services",317
"Gates County",3,"health_care_social_assistance",212
"Gates County",3,"arts_entertain_recreation",NA
"Gates County",3,"accommodation_food_services",49
"Gates County",3,"other_services_ex__public_admin",60
"Gates County",3,"public_admin",164
"Gates County",3,"unclassified",0
"Graham County",6.3,"all_industries",1910
"Graham County",6.3,"agriculture_forestry_fishing_hunting",NA
"Graham County",6.3,"mining",NA
"Graham County",6.3,"utilities",8
"Graham County",6.3,"construction",397
"Graham County",6.3,"manufacturing",39
"Graham County",6.3,"wholesale_trade",68
"Graham County",6.3,"retail_trade",235
"Graham County",6.3,"transportation_warehousing",11
"Graham County",6.3,"information",5
"Graham County",6.3,"finance_insurance",71
"Graham County",6.3,"real_estate_rental_leasing",NA
"Graham County",6.3,"professional_technical_services",35
"Graham County",6.3,"mgt_of_companies_enterprises",NA
"Graham County",6.3,"administrative_waste_services",99
"Graham County",6.3,"educational_services",225
"Graham County",6.3,"health_care_social_assistance",169
"Graham County",6.3,"arts_entertain_recreation",NA
"Graham County",6.3,"accommodation_food_services",212
"Graham County",6.3,"other_services_ex__public_admin",32
"Graham County",6.3,"public_admin",253
"Graham County",6.3,"unclassified",0
"Granville County",2.9,"all_industries",20122
"Granville County",2.9,"agriculture_forestry_fishing_hunting",169
"Granville County",2.9,"mining",NA
"Granville County",2.9,"utilities",41
"Granville County",2.9,"construction",882
"Granville County",2.9,"manufacturing",3948
"Granville County",2.9,"wholesale_trade",NA
"Granville County",2.9,"retail_trade",1622
"Granville County",2.9,"transportation_warehousing",1323
"Granville County",2.9,"information",92
"Granville County",2.9,"finance_insurance",147
"Granville County",2.9,"real_estate_rental_leasing",70
"Granville County",2.9,"professional_technical_services",256
"Granville County",2.9,"mgt_of_companies_enterprises",NA
"Granville County",2.9,"administrative_waste_services",1112
"Granville County",2.9,"educational_services",1175
"Granville County",2.9,"health_care_social_assistance",5151
"Granville County",2.9,"arts_entertain_recreation",NA
"Granville County",2.9,"accommodation_food_services",990
"Granville County",2.9,"other_services_ex__public_admin",216
"Granville County",2.9,"public_admin",2590
"Granville County",2.9,"unclassified",0
"Greene County",3,"all_industries",4357
"Greene County",3,"agriculture_forestry_fishing_hunting",227
"Greene County",3,"mining",0
"Greene County",3,"utilities",NA
"Greene County",3,"construction",263
"Greene County",3,"manufacturing",291
"Greene County",3,"wholesale_trade",106
"Greene County",3,"retail_trade",294
"Greene County",3,"transportation_warehousing",135
"Greene County",3,"information",6
"Greene County",3,"finance_insurance",44
"Greene County",3,"real_estate_rental_leasing",63
"Greene County",3,"professional_technical_services",48
"Greene County",3,"mgt_of_companies_enterprises",NA
"Greene County",3,"administrative_waste_services",64
"Greene County",3,"educational_services",496
"Greene County",3,"health_care_social_assistance",544
"Greene County",3,"arts_entertain_recreation",NA
"Greene County",3,"accommodation_food_services",258
"Greene County",3,"other_services_ex__public_admin",70
"Greene County",3,"public_admin",1351
"Greene County",3,"unclassified",0
"Guilford County",4.2,"all_industries",270641
"Guilford County",4.2,"agriculture_forestry_fishing_hunting",551
"Guilford County",4.2,"mining",70
"Guilford County",4.2,"utilities",379
"Guilford County",4.2,"construction",12238
"Guilford County",4.2,"manufacturing",31049
"Guilford County",4.2,"wholesale_trade",15873
"Guilford County",4.2,"retail_trade",28753
"Guilford County",4.2,"transportation_warehousing",21584
"Guilford County",4.2,"information",4094
"Guilford County",4.2,"finance_insurance",12190
"Guilford County",4.2,"real_estate_rental_leasing",4375
"Guilford County",4.2,"professional_technical_services",12365
"Guilford County",4.2,"mgt_of_companies_enterprises",5566
"Guilford County",4.2,"administrative_waste_services",22417
"Guilford County",4.2,"educational_services",21905
"Guilford County",4.2,"health_care_social_assistance",36473
"Guilford County",4.2,"arts_entertain_recreation",2627
"Guilford County",4.2,"accommodation_food_services",21715
"Guilford County",4.2,"other_services_ex__public_admin",6154
"Guilford County",4.2,"public_admin",10266
"Guilford County",4.2,"unclassified",0
"Halifax County",6.2,"all_industries",14760
"Halifax County",6.2,"agriculture_forestry_fishing_hunting",309
"Halifax County",6.2,"mining",0
"Halifax County",6.2,"utilities",136
"Halifax County",6.2,"construction",513
"Halifax County",6.2,"manufacturing",2142
"Halifax County",6.2,"wholesale_trade",195
"Halifax County",6.2,"retail_trade",2246
"Halifax County",6.2,"transportation_warehousing",366
"Halifax County",6.2,"information",NA
"Halifax County",6.2,"finance_insurance",293
"Halifax County",6.2,"real_estate_rental_leasing",120
"Halifax County",6.2,"professional_technical_services",172
"Halifax County",6.2,"mgt_of_companies_enterprises",NA
"Halifax County",6.2,"administrative_waste_services",554
"Halifax County",6.2,"educational_services",1222
"Halifax County",6.2,"health_care_social_assistance",2547
"Halifax County",6.2,"arts_entertain_recreation",NA
"Halifax County",6.2,"accommodation_food_services",1732
"Halifax County",6.2,"other_services_ex__public_admin",394
"Halifax County",6.2,"public_admin",1532
"Halifax County",6.2,"unclassified",0
"Harnett County",3.9,"all_industries",25257
"Harnett County",3.9,"agriculture_forestry_fishing_hunting",NA
"Harnett County",3.9,"mining",NA
"Harnett County",3.9,"utilities",NA
"Harnett County",3.9,"construction",1784
"Harnett County",3.9,"manufacturing",NA
"Harnett County",3.9,"wholesale_trade",567
"Harnett County",3.9,"retail_trade",4675
"Harnett County",3.9,"transportation_warehousing",905
"Harnett County",3.9,"information",NA
"Harnett County",3.9,"finance_insurance",505
"Harnett County",3.9,"real_estate_rental_leasing",263
"Harnett County",3.9,"professional_technical_services",655
"Harnett County",3.9,"mgt_of_companies_enterprises",222
"Harnett County",3.9,"administrative_waste_services",881
"Harnett County",3.9,"educational_services",3924
"Harnett County",3.9,"health_care_social_assistance",3610
"Harnett County",3.9,"arts_entertain_recreation",150
"Harnett County",3.9,"accommodation_food_services",2653
"Harnett County",3.9,"other_services_ex__public_admin",482
"Harnett County",3.9,"public_admin",1872
"Harnett County",3.9,"unclassified",0
"Haywood County",3,"all_industries",16737
"Haywood County",3,"agriculture_forestry_fishing_hunting",NA
"Haywood County",3,"mining",NA
"Haywood County",3,"utilities",23
"Haywood County",3,"construction",835
"Haywood County",3,"manufacturing",2494
"Haywood County",3,"wholesale_trade",NA
"Haywood County",3,"retail_trade",3095
"Haywood County",3,"transportation_warehousing",197
"Haywood County",3,"information",103
"Haywood County",3,"finance_insurance",390
"Haywood County",3,"real_estate_rental_leasing",160
"Haywood County",3,"professional_technical_services",505
"Haywood County",3,"mgt_of_companies_enterprises",72
"Haywood County",3,"administrative_waste_services",722
"Haywood County",3,"educational_services",1411
"Haywood County",3,"health_care_social_assistance",2350
"Haywood County",3,"arts_entertain_recreation",269
"Haywood County",3,"accommodation_food_services",2084
"Haywood County",3,"other_services_ex__public_admin",531
"Haywood County",3,"public_admin",1174
"Haywood County",3,"unclassified",0
"Henderson County",2.8,"all_industries",38654
"Henderson County",2.8,"agriculture_forestry_fishing_hunting",1105
"Henderson County",2.8,"mining",NA
"Henderson County",2.8,"utilities",NA
"Henderson County",2.8,"construction",2035
"Henderson County",2.8,"manufacturing",4824
"Henderson County",2.8,"wholesale_trade",1769
"Henderson County",2.8,"retail_trade",5559
"Henderson County",2.8,"transportation_warehousing",1274
"Henderson County",2.8,"information",280
"Henderson County",2.8,"finance_insurance",606
"Henderson County",2.8,"real_estate_rental_leasing",344
"Henderson County",2.8,"professional_technical_services",1451
"Henderson County",2.8,"mgt_of_companies_enterprises",NA
"Henderson County",2.8,"administrative_waste_services",2281
"Henderson County",2.8,"educational_services",2567
"Henderson County",2.8,"health_care_social_assistance",6917
"Henderson County",2.8,"arts_entertain_recreation",436
"Henderson County",2.8,"accommodation_food_services",3463
"Henderson County",2.8,"other_services_ex__public_admin",1935
"Henderson County",2.8,"public_admin",1666
"Henderson County",2.8,"unclassified",0
"Hertford County",5.1,"all_industries",8785
"Hertford County",5.1,"agriculture_forestry_fishing_hunting",180
"Hertford County",5.1,"mining",0
"Hertford County",5.1,"utilities",97
"Hertford County",5.1,"construction",347
"Hertford County",5.1,"manufacturing",957
"Hertford County",5.1,"wholesale_trade",255
"Hertford County",5.1,"retail_trade",1499
"Hertford County",5.1,"transportation_warehousing",196
"Hertford County",5.1,"information",29
"Hertford County",5.1,"finance_insurance",160
"Hertford County",5.1,"real_estate_rental_leasing",85
"Hertford County",5.1,"professional_technical_services",64
"Hertford County",5.1,"mgt_of_companies_enterprises",NA
"Hertford County",5.1,"administrative_waste_services",NA
"Hertford County",5.1,"educational_services",870
"Hertford County",5.1,"health_care_social_assistance",2248
"Hertford County",5.1,"arts_entertain_recreation",NA
"Hertford County",5.1,"accommodation_food_services",595
"Hertford County",5.1,"other_services_ex__public_admin",218
"Hertford County",5.1,"public_admin",560
"Hertford County",5.1,"unclassified",0
"Hoke County",4.9,"all_industries",8417
"Hoke County",4.9,"agriculture_forestry_fishing_hunting",NA
"Hoke County",4.9,"mining",NA
"Hoke County",4.9,"utilities",29
"Hoke County",4.9,"construction",289
"Hoke County",4.9,"manufacturing",NA
"Hoke County",4.9,"wholesale_trade",155
"Hoke County",4.9,"retail_trade",823
"Hoke County",4.9,"transportation_warehousing",273
"Hoke County",4.9,"information",NA
"Hoke County",4.9,"finance_insurance",74
"Hoke County",4.9,"real_estate_rental_leasing",61
"Hoke County",4.9,"professional_technical_services",141
"Hoke County",4.9,"mgt_of_companies_enterprises",NA
"Hoke County",4.9,"administrative_waste_services",NA
"Hoke County",4.9,"educational_services",1239
"Hoke County",4.9,"health_care_social_assistance",1551
"Hoke County",4.9,"arts_entertain_recreation",55
"Hoke County",4.9,"accommodation_food_services",419
"Hoke County",4.9,"other_services_ex__public_admin",141
"Hoke County",4.9,"public_admin",763
"Hoke County",4.9,"unclassified",0
"Hyde County",8.7,"all_industries",1676
"Hyde County",8.7,"agriculture_forestry_fishing_hunting",121
"Hyde County",8.7,"mining",0
"Hyde County",8.7,"utilities",6
"Hyde County",8.7,"construction",118
"Hyde County",8.7,"manufacturing",177
"Hyde County",8.7,"wholesale_trade",109
"Hyde County",8.7,"retail_trade",166
"Hyde County",8.7,"transportation_warehousing",11
"Hyde County",8.7,"information",5
"Hyde County",8.7,"finance_insurance",22
"Hyde County",8.7,"real_estate_rental_leasing",15
"Hyde County",8.7,"professional_technical_services",6
"Hyde County",8.7,"mgt_of_companies_enterprises",NA
"Hyde County",8.7,"administrative_waste_services",3
"Hyde County",8.7,"educational_services",148
"Hyde County",8.7,"health_care_social_assistance",96
"Hyde County",8.7,"arts_entertain_recreation",8
"Hyde County",8.7,"accommodation_food_services",190
"Hyde County",8.7,"other_services_ex__public_admin",15
"Hyde County",8.7,"public_admin",421
"Hyde County",8.7,"unclassified",0
"Iredell County",3.2,"all_industries",74528
"Iredell County",3.2,"agriculture_forestry_fishing_hunting",416
"Iredell County",3.2,"mining",27
"Iredell County",3.2,"utilities",452
"Iredell County",3.2,"construction",4957
"Iredell County",3.2,"manufacturing",11389
"Iredell County",3.2,"wholesale_trade",3316
"Iredell County",3.2,"retail_trade",9706
"Iredell County",3.2,"transportation_warehousing",2207
"Iredell County",3.2,"information",498
"Iredell County",3.2,"finance_insurance",1273
"Iredell County",3.2,"real_estate_rental_leasing",694
"Iredell County",3.2,"professional_technical_services",2607
"Iredell County",3.2,"mgt_of_companies_enterprises",6145
"Iredell County",3.2,"administrative_waste_services",4486
"Iredell County",3.2,"educational_services",4913
"Iredell County",3.2,"health_care_social_assistance",8624
"Iredell County",3.2,"arts_entertain_recreation",2070
"Iredell County",3.2,"accommodation_food_services",6242
"Iredell County",3.2,"other_services_ex__public_admin",1748
"Iredell County",3.2,"public_admin",2757
"Iredell County",3.2,"unclassified",0
"Jackson County",3.4,"all_industries",13540
"Jackson County",3.4,"agriculture_forestry_fishing_hunting",50
"Jackson County",3.4,"mining",NA
"Jackson County",3.4,"utilities",51
"Jackson County",3.4,"construction",662
"Jackson County",3.4,"manufacturing",352
"Jackson County",3.4,"wholesale_trade",159
"Jackson County",3.4,"retail_trade",1756
"Jackson County",3.4,"transportation_warehousing",179
"Jackson County",3.4,"information",113
"Jackson County",3.4,"finance_insurance",192
"Jackson County",3.4,"real_estate_rental_leasing",189
"Jackson County",3.4,"professional_technical_services",296
"Jackson County",3.4,"mgt_of_companies_enterprises",NA
"Jackson County",3.4,"administrative_waste_services",533
"Jackson County",3.4,"educational_services",2883
"Jackson County",3.4,"health_care_social_assistance",2047
"Jackson County",3.4,"arts_entertain_recreation",502
"Jackson County",3.4,"accommodation_food_services",1933
"Jackson County",3.4,"other_services_ex__public_admin",294
"Jackson County",3.4,"public_admin",1303
"Jackson County",3.4,"unclassified",0
"Johnston County",3.1,"all_industries",50968
"Johnston County",3.1,"agriculture_forestry_fishing_hunting",542
"Johnston County",3.1,"mining",NA
"Johnston County",3.1,"utilities",90
"Johnston County",3.1,"construction",4789
"Johnston County",3.1,"manufacturing",7495
"Johnston County",3.1,"wholesale_trade",1656
"Johnston County",3.1,"retail_trade",7353
"Johnston County",3.1,"transportation_warehousing",1979
"Johnston County",3.1,"information",16
"Johnston County",3.1,"finance_insurance",738
"Johnston County",3.1,"real_estate_rental_leasing",484
"Johnston County",3.1,"professional_technical_services",1198
"Johnston County",3.1,"mgt_of_companies_enterprises",180
"Johnston County",3.1,"administrative_waste_services",3747
"Johnston County",3.1,"educational_services",5163
"Johnston County",3.1,"health_care_social_assistance",5786
"Johnston County",3.1,"arts_entertain_recreation",412
"Johnston County",3.1,"accommodation_food_services",5235
"Johnston County",3.1,"other_services_ex__public_admin",1158
"Johnston County",3.1,"public_admin",2740
"Johnston County",3.1,"unclassified",0
"Jones County",3.1,"all_industries",1564
"Jones County",3.1,"agriculture_forestry_fishing_hunting",134
"Jones County",3.1,"mining",0
"Jones County",3.1,"utilities",NA
"Jones County",3.1,"construction",132
"Jones County",3.1,"manufacturing",27
"Jones County",3.1,"wholesale_trade",NA
"Jones County",3.1,"retail_trade",137
"Jones County",3.1,"transportation_warehousing",47
"Jones County",3.1,"information",3
"Jones County",3.1,"finance_insurance",15
"Jones County",3.1,"real_estate_rental_leasing",NA
"Jones County",3.1,"professional_technical_services",31
"Jones County",3.1,"mgt_of_companies_enterprises",0
"Jones County",3.1,"administrative_waste_services",NA
"Jones County",3.1,"educational_services",209
"Jones County",3.1,"health_care_social_assistance",332
"Jones County",3.1,"arts_entertain_recreation",NA
"Jones County",3.1,"accommodation_food_services",125
"Jones County",3.1,"other_services_ex__public_admin",47
"Jones County",3.1,"public_admin",189
"Jones County",3.1,"unclassified",0
"Lee County",4.2,"all_industries",24713
"Lee County",4.2,"agriculture_forestry_fishing_hunting",NA
"Lee County",4.2,"mining",60
"Lee County",4.2,"utilities",116
"Lee County",4.2,"construction",1338
"Lee County",4.2,"manufacturing",7448
"Lee County",4.2,"wholesale_trade",1028
"Lee County",4.2,"retail_trade",3102
"Lee County",4.2,"transportation_warehousing",433
"Lee County",4.2,"information",NA
"Lee County",4.2,"finance_insurance",322
"Lee County",4.2,"real_estate_rental_leasing",222
"Lee County",4.2,"professional_technical_services",507
"Lee County",4.2,"mgt_of_companies_enterprises",NA
"Lee County",4.2,"administrative_waste_services",1624
"Lee County",4.2,"educational_services",1795
"Lee County",4.2,"health_care_social_assistance",2615
"Lee County",4.2,"arts_entertain_recreation",169
"Lee County",4.2,"accommodation_food_services",1964
"Lee County",4.2,"other_services_ex__public_admin",423
"Lee County",4.2,"public_admin",1125
"Lee County",4.2,"unclassified",0
"Lenoir County",3.8,"all_industries",27760
"Lenoir County",3.8,"agriculture_forestry_fishing_hunting",418
"Lenoir County",3.8,"mining",NA
"Lenoir County",3.8,"utilities",22
"Lenoir County",3.8,"construction",1680
"Lenoir County",3.8,"manufacturing",7851
"Lenoir County",3.8,"wholesale_trade",714
"Lenoir County",3.8,"retail_trade",2627
"Lenoir County",3.8,"transportation_warehousing",1006
"Lenoir County",3.8,"information",73
"Lenoir County",3.8,"finance_insurance",443
"Lenoir County",3.8,"real_estate_rental_leasing",170
"Lenoir County",3.8,"professional_technical_services",556
"Lenoir County",3.8,"mgt_of_companies_enterprises",300
"Lenoir County",3.8,"administrative_waste_services",1400
"Lenoir County",3.8,"educational_services",1766
"Lenoir County",3.8,"health_care_social_assistance",5056
"Lenoir County",3.8,"arts_entertain_recreation",103
"Lenoir County",3.8,"accommodation_food_services",1545
"Lenoir County",3.8,"other_services_ex__public_admin",483
"Lenoir County",3.8,"public_admin",1509
"Lenoir County",3.8,"unclassified",0
"Lincoln County",3,"all_industries",24052
"Lincoln County",3,"agriculture_forestry_fishing_hunting",88
"Lincoln County",3,"mining",NA
"Lincoln County",3,"utilities",151
"Lincoln County",3,"construction",2002
"Lincoln County",3,"manufacturing",4677
"Lincoln County",3,"wholesale_trade",915
"Lincoln County",3,"retail_trade",3403
"Lincoln County",3,"transportation_warehousing",992
"Lincoln County",3,"information",NA
"Lincoln County",3,"finance_insurance",659
"Lincoln County",3,"real_estate_rental_leasing",143
"Lincoln County",3,"professional_technical_services",739
"Lincoln County",3,"mgt_of_companies_enterprises",NA
"Lincoln County",3,"administrative_waste_services",1519
"Lincoln County",3,"educational_services",1496
"Lincoln County",3,"health_care_social_assistance",2216
"Lincoln County",3,"arts_entertain_recreation",510
"Lincoln County",3,"accommodation_food_services",2142
"Lincoln County",3,"other_services_ex__public_admin",559
"Lincoln County",3,"public_admin",1298
"Lincoln County",3,"unclassified",0
"Macon County",3.4,"all_industries",10980
"Macon County",3.4,"agriculture_forestry_fishing_hunting",15
"Macon County",3.4,"mining",NA
"Macon County",3.4,"utilities",NA
"Macon County",3.4,"construction",950
"Macon County",3.4,"manufacturing",391
"Macon County",3.4,"wholesale_trade",138
"Macon County",3.4,"retail_trade",2057
"Macon County",3.4,"transportation_warehousing",174
"Macon County",3.4,"information",118
"Macon County",3.4,"finance_insurance",259
"Macon County",3.4,"real_estate_rental_leasing",146
"Macon County",3.4,"professional_technical_services",941
"Macon County",3.4,"mgt_of_companies_enterprises",NA
"Macon County",3.4,"administrative_waste_services",426
"Macon County",3.4,"educational_services",862
"Macon County",3.4,"health_care_social_assistance",1188
"Macon County",3.4,"arts_entertain_recreation",309
"Macon County",3.4,"accommodation_food_services",1561
"Macon County",3.4,"other_services_ex__public_admin",437
"Macon County",3.4,"public_admin",869
"Macon County",3.4,"unclassified",0
"Madison County",3,"all_industries",3809
"Madison County",3,"agriculture_forestry_fishing_hunting",NA
"Madison County",3,"mining",NA
"Madison County",3,"utilities",NA
"Madison County",3,"construction",247
"Madison County",3,"manufacturing",401
"Madison County",3,"wholesale_trade",NA
"Madison County",3,"retail_trade",418
"Madison County",3,"transportation_warehousing",85
"Madison County",3,"information",18
"Madison County",3,"finance_insurance",50
"Madison County",3,"real_estate_rental_leasing",21
"Madison County",3,"professional_technical_services",58
"Madison County",3,"mgt_of_companies_enterprises",NA
"Madison County",3,"administrative_waste_services",87
"Madison County",3,"educational_services",738
"Madison County",3,"health_care_social_assistance",546
"Madison County",3,"arts_entertain_recreation",112
"Madison County",3,"accommodation_food_services",318
"Madison County",3,"other_services_ex__public_admin",114
"Madison County",3,"public_admin",461
"Madison County",3,"unclassified",0
"Martin County",4.4,"all_industries",6252
"Martin County",4.4,"agriculture_forestry_fishing_hunting",281
"Martin County",4.4,"mining",0
"Martin County",4.4,"utilities",NA
"Martin County",4.4,"construction",219
"Martin County",4.4,"manufacturing",713
"Martin County",4.4,"wholesale_trade",145
"Martin County",4.4,"retail_trade",1027
"Martin County",4.4,"transportation_warehousing",117
"Martin County",4.4,"information",66
"Martin County",4.4,"finance_insurance",146
"Martin County",4.4,"real_estate_rental_leasing",30
"Martin County",4.4,"professional_technical_services",126
"Martin County",4.4,"mgt_of_companies_enterprises",NA
"Martin County",4.4,"administrative_waste_services",9
"Martin County",4.4,"educational_services",670
"Martin County",4.4,"health_care_social_assistance",1035
"Martin County",4.4,"arts_entertain_recreation",NA
"Martin County",4.4,"accommodation_food_services",689
